ID;DT_CUSTOMER;YEAR_BIRTH;ANNUAL_INCOME;ID_EDUCATION;ID_MARITAL_STATUS;KID_HOME;TEEN_HOME;DAYS_LAST_PURCHASE;MNT_WINES;MNT_FRUITS;MNT_MEAT;MNT_FISH;MNT_SWEET;NUM_DEALS_PURCHASES;WEB_PURCHASES;CATALOG_PURCHASES;STORE_PURCHASES;WEB_VISITS_MONTH;COMPLAIN
1672;1/3/2014;1974;65640;5;6;0;1;74;204;7;149;20;15;1;5;1;8;2;0
8962;17/4/2014;1975;44319;4;4;1;1;18;26;0;8;0;0;2;2;0;3;5;0
9974;12/7/2013;1974;30631;3;4;1;0;75;15;6;20;4;5;1;3;1;2;7;0
10983;29/1/2013;1952;75278;3;6;0;0;17;304;98;230;150;74;1;6;3;13;3;0
8148;8/1/2013;1956;50898;4;6;1;1;88;285;28;242;55;114;13;6;2;12;5;0
10102;12/5/2014;1966;79946;3;7;0;0;19;395;183;565;166;141;1;5;11;5;3;0
4697;13/6/2013;1949;35416;4;3;0;0;62;248;3;81;4;3;3;7;1;5;8;0
9262;4/7/2013;1984;32414;1;6;0;0;11;20;6;5;0;9;1;1;0;3;7;0
7254;27/12/2013;1969;38361;3;6;1;0;74;39;0;56;20;8;3;3;1;3;7;0
4543;31/10/2012;1980;82497;3;4;0;0;32;777;129;573;216;21;1;2;7;9;4;0
4927;15/1/2014;1971;16626;3;6;2;0;76;8;3;22;21;1;3;3;0;3;9;0
10451;12/3/2013;1965;29672;3;6;1;1;6;9;1;3;0;4;1;0;0;3;6;0
2926;23/8/2012;1952;55951;4;6;0;1;62;1241;0;80;0;13;3;3;6;11;8;0
2874;7/3/2013;1988;35388;1;3;1;0;20;6;4;7;4;3;1;1;0;3;7;0
9738;13/1/2013;1986;42386;4;6;1;0;43;65;4;16;0;4;1;3;0;3;8;0
7119;12/1/2013;1982;68627;3;5;0;0;45;395;15;263;60;54;1;2;3;6;1;0
3924;17/3/2014;1965;57912;5;3;0;1;34;801;0;80;0;0;5;8;3;12;5;0
5827;16/4/2014;1958;35246;3;3;1;1;53;36;0;12;2;2;4;3;1;3;5;0
5596;12/10/2013;1956;58821;1;6;0;1;44;513;14;154;19;0;1;9;2;9;6;0
10812;1/3/2014;1978;46377;5;4;1;0;89;37;0;46;4;3;1;2;1;3;4;0
1717;13/4/2014;1988;39747;3;5;1;0;43;80;15;93;20;13;3;5;1;4;8;0
9491;27/12/2013;1984;23976;3;6;1;0;68;14;1;21;2;3;3;3;1;3;7;0
9274;28/3/2013;1961;80950;4;4;0;0;44;525;147;112;219;147;1;6;7;9;2;0
6609;18/9/2012;1966;27038;3;7;0;0;64;1;26;25;17;23;1;3;0;3;9;0
6963;5/3/2014;1947;77457;3;5;0;0;85;675;11;400;15;45;1;2;5;10;1;0
4440;10/9/2013;1964;64100;4;4;0;1;93;509;0;27;0;0;1;8;3;6;7;0
1379;27/4/2013;1992;42670;4;6;0;0;12;154;2;46;20;4;1;4;2;4;4;0
10032;18/1/2014;1976;12571;3;3;1;0;86;3;5;14;2;12;4;3;1;3;6;0
2826;28/10/2013;1967;22574;3;4;2;1;28;25;0;8;2;0;2;2;0;3;7;0
2437;3/6/2013;1989;;3;4;0;0;69;861;138;461;60;30;1;6;5;12;3;0
6320;6/2/2013;1976;70893;4;5;0;0;42;768;44;561;77;44;1;6;6;10;3;0
3050;17/12/2013;1966;54198;3;4;1;1;13;185;0;28;3;2;6;3;1;6;4;0
231;11/3/2014;1956;28839;4;6;1;1;86;24;0;7;0;0;2;2;0;3;5;0
2392;29/7/2013;1972;40321;3;4;1;1;59;44;4;21;6;0;2;3;0;3;7;0
9478;14/8/2012;1985;66503;3;5;1;0;30;91;64;128;65;3;2;4;3;6;3;0
113;16/7/2013;1951;30833;3;4;1;1;33;11;0;7;3;1;2;1;0;3;5;0
2863;23/8/2013;1970;;3;5;1;2;67;738;20;172;52;50;6;2;3;10;7;0
1802;17/1/2013;1971;64795;3;4;0;1;23;412;5;119;38;29;3;3;3;12;2;0
520;1/7/2013;1974;34421;3;4;1;0;81;3;3;7;6;2;1;1;0;2;7;0
8275;9/2/2014;1965;47025;5;3;1;1;6;16;0;3;0;0;1;1;0;2;7;0
9750;7/2/2013;1961;64325;5;3;0;1;41;731;60;353;78;12;5;10;3;5;7;0
2607;11/1/2013;1953;40464;3;5;0;1;78;424;17;118;7;23;6;8;2;8;8;0
7214;5/7/2013;1957;62187;3;4;0;0;49;792;0;275;45;45;1;4;8;5;3;0
5835;2/7/2013;1976;14849;5;3;1;0;39;21;2;28;3;2;3;2;0;4;8;0
3896;7/11/2013;1984;27255;3;4;1;0;3;22;1;11;0;1;1;1;0;3;7;0
10350;9/5/2013;1950;54432;5;4;2;1;37;33;0;5;0;0;1;1;0;3;4;0
7786;13/2/2013;1986;29999;5;5;1;0;22;68;7;59;10;5;4;3;1;4;8;0
2861;16/4/2013;1983;24072;3;5;1;0;79;9;1;6;3;0;1;1;0;2;8;0
663;11/9/2013;1989;33996;5;5;0;0;46;40;2;15;8;0;1;1;1;3;4;0
10675;3/4/2013;1956;66334;5;4;0;1;82;909;11;218;0;0;2;9;3;5;5;0
2521;10/1/2013;1971;35178;4;4;1;0;10;23;1;13;2;2;1;1;1;2;7;0
9592;30/6/2013;1983;22010;3;6;1;0;51;11;2;9;3;0;2;2;0;3;8;0
10151;12/9/2012;1960;62204;3;3;0;2;38;317;46;247;151;46;1;4;5;12;3;0
7381;6/12/2012;1968;75693;3;3;0;0;10;797;153;293;72;97;1;11;4;6;4;0
4099;12/11/2012;1972;30675;3;4;1;0;14;10;2;16;11;2;1;1;0;3;8;0
9560;3/3/2013;1965;83003;3;6;0;0;18;856;61;570;40;25;1;7;6;8;3;0
1150;26/9/2013;1899;83532;5;6;0;0;36;755;144;562;104;64;1;4;6;4;1;0
10172;10/8/2012;1988;68655;3;5;0;0;95;456;19;832;75;118;1;4;5;11;3;0
11191;7/12/2013;1986;41411;3;3;0;0;11;37;32;38;11;3;1;2;1;4;6;0
9707;23/11/2012;1969;55212;5;4;0;1;65;1103;0;45;0;0;3;4;2;11;8;0
6245;13/6/2013;1950;59292;5;6;0;1;71;378;14;68;19;14;2;3;5;8;3;0
8234;15/8/2013;1973;27190;2;6;1;0;13;1;6;7;0;1;1;1;0;2;8;0
1411;10/11/2013;1952;82623;3;3;0;0;58;204;34;204;172;153;1;2;9;4;1;0
8553;23/6/2013;1965;44300;3;4;1;1;65;30;0;9;0;0;2;1;0;3;6;0
1826;16/6/2014;1970;84835;3;3;0;0;0;189;104;379;111;189;1;4;4;6;1;0
8842;25/12/2012;1971;30372;3;7;1;1;33;15;0;12;7;3;3;2;0;3;7;0
11030;3/1/2014;1976;33181;4;4;1;0;90;9;0;3;0;0;1;1;0;2;6;0
2579;17/12/2013;1957;71113;3;4;0;1;95;495;33;255;11;33;4;6;7;9;4;0
175;10/1/2013;1986;71952;3;4;1;0;93;656;80;455;52;107;2;8;4;8;4;0
9185;28/10/2013;1966;69759;5;5;0;0;38;452;20;514;13;30;3;4;6;5;3;0
11056;27/10/2012;1974;72099;3;4;0;0;18;546;91;410;119;0;1;3;4;10;1;0
9365;22/12/2012;1976;60000;5;5;0;1;57;1048;0;217;0;0;5;11;3;5;6;0
6201;29/11/2013;1978;38643;3;5;1;1;45;22;2;14;0;1;2;2;0;3;7;1
2061;11/5/2013;1955;50737;3;4;0;1;61;78;0;11;0;0;1;2;0;4;6;0
6184;12/12/2012;1969;68462;5;4;0;0;6;561;64;785;84;128;1;3;3;8;1;0
6142;20/8/2013;1943;65073;4;4;0;0;65;629;17;177;69;0;1;5;3;5;2;1
4107;8/10/2013;1948;46681;5;6;0;2;52;269;15;69;15;19;2;4;6;4;5;0
7274;28/9/2012;1957;78618;3;4;0;0;87;736;163;818;212;163;1;4;7;10;2;0
9336;22/3/2014;1969;62187;5;7;0;1;38;512;0;83;0;0;3;6;2;10;4;0
2958;24/2/2014;1978;28442;3;4;2;0;53;19;3;10;11;8;3;2;1;4;4;0
933;23/11/2012;1978;37717;5;4;1;0;31;9;0;6;4;1;1;1;0;2;9;0
5837;28/12/2012;1967;51479;3;4;1;1;67;247;8;160;6;8;7;6;3;6;7;0
10704;21/8/2012;1969;54803;3;5;0;1;65;404;0;92;28;27;2;6;2;9;4;0
5125;17/5/2013;1960;79530;3;4;0;0;64;333;0;815;129;42;1;4;10;11;2;0
4432;16/3/2013;1976;31615;3;3;1;0;82;2;3;20;6;11;2;2;0;3;7;0
5955;17/11/2012;1962;72025;3;6;0;0;27;833;33;549;151;133;1;4;3;8;3;0
2928;1/12/2012;1975;52614;5;5;0;1;63;789;0;142;12;9;2;2;4;8;8;0
5680;22/4/2014;1984;35684;1;4;1;0;66;10;4;7;0;6;1;1;0;3;6;0
10313;28/10/2012;1975;48178;3;4;1;1;69;159;4;45;6;2;6;5;1;4;8;0
2557;29/8/2013;1970;29548;4;5;1;0;52;7;1;6;3;1;1;1;1;2;4;0
1245;11/11/2012;1966;63810;3;5;0;1;45;977;12;253;16;12;4;4;3;12;8;0
1519;22/6/2013;1972;38578;5;5;1;1;2;38;4;22;3;3;3;3;0;3;8;0
10703;18/8/2012;1975;46098;4;5;1;1;86;57;0;27;0;0;4;3;2;2;8;0
1726;18/3/2013;1970;22585;3;5;0;0;23;3;9;15;13;2;1;1;1;2;9;0
4459;30/12/2012;1989;30279;3;5;1;0;13;10;4;14;4;4;1;1;0;3;8;0
1729;2/10/2013;1961;66426;5;6;0;1;14;1043;24;97;32;24;2;3;5;10;6;0
1517;14/6/2013;1969;30822;3;5;1;0;92;3;9;13;2;12;1;1;0;3;7;0
2098;8/1/2013;1969;33581;5;4;2;0;38;11;0;5;0;0;1;1;0;2;8;0
9543;14/11/2013;1985;19986;3;4;1;0;74;3;6;5;0;2;1;0;0;3;7;0
6878;12/12/2012;1954;27421;3;7;0;0;14;43;12;96;78;40;3;4;1;6;7;0
3310;22/8/2012;1973;35688;1;4;2;1;94;73;3;90;12;1;7;4;1;4;8;0
2724;30/3/2014;1981;36143;4;5;1;0;33;12;0;1;0;0;1;0;1;2;3;0
948;15/5/2013;1971;10245;3;5;1;0;32;4;7;7;6;4;3;1;2;2;5;0
6720;16/10/2013;1968;43795;4;6;0;1;11;314;11;53;4;3;3;7;3;4;7;0
6202;5/10/2012;1960;63381;3;6;0;1;78;571;50;142;33;50;4;4;5;13;2;0
2066;30/8/2012;1949;38823;3;6;0;1;56;70;0;11;2;8;1;2;1;3;6;0
9799;8/5/2013;1968;83664;5;3;1;1;57;866;21;151;28;21;3;2;2;12;5;0
8318;3/1/2014;1979;90300;3;6;0;0;7;594;134;786;33;134;0;5;6;8;1;0
5642;9/12/2013;1979;62499;4;6;1;0;0;140;4;61;0;13;2;3;1;6;4;0
2669;4/5/2014;1993;74293;3;5;0;0;66;375;152;335;93;91;1;5;4;6;2;0
455;18/4/2013;1946;51012;5;4;0;0;86;102;9;63;2;9;1;4;1;4;6;0
7683;25/2/2014;1968;70777;4;4;0;1;80;554;35;113;0;7;3;5;3;12;3;0
3428;6/10/2013;1991;68682;5;6;0;0;56;919;0;505;99;30;1;4;9;10;2;0
7414;15/9/2012;1971;43824;3;4;1;1;18;96;1;42;12;3;4;3;1;4;8;0
6354;31/8/2012;1984;15345;3;6;1;0;51;5;2;16;3;2;2;1;1;2;8;0
798;24/12/2012;1987;23442;3;5;1;0;71;2;0;6;8;6;1;1;0;3;7;0
8213;9/11/2012;1980;14515;1;6;1;0;71;6;4;9;6;36;4;2;2;3;7;0
2488;23/3/2013;1956;31395;1;3;1;1;80;23;1;25;0;8;4;2;1;3;6;0
9999;27/9/2012;1965;75276;3;6;0;0;2;610;105;125;137;42;1;9;4;9;5;0
7617;15/8/2013;1974;42373;3;5;1;1;83;67;5;61;3;8;5;2;1;5;5;0
615;11/3/2013;1960;30507;3;6;0;0;29;65;36;74;38;20;1;5;1;4;7;0
2552;22/10/2013;1955;55521;5;5;1;2;11;416;0;26;0;0;9;6;3;6;7;0
194;9/6/2014;1965;48006;3;4;1;1;55;23;0;11;3;2;1;1;0;3;6;0
3645;30/8/2012;1972;27213;5;5;1;0;19;19;3;26;10;9;3;2;0;4;8;0
8890;30/5/2014;1971;65808;5;3;1;1;1;155;7;80;13;7;3;5;1;5;6;0
5049;6/6/2013;1974;30351;5;6;1;0;19;14;0;24;3;3;1;3;0;2;9;0
9973;17/10/2012;1963;50437;3;4;0;2;28;370;9;92;6;9;3;7;1;8;7;0
7301;17/11/2012;1982;23616;1;5;1;0;76;4;22;11;3;7;2;3;0;3;8;0
10882;9/11/2012;1976;53858;3;4;0;1;50;407;53;221;58;150;4;4;3;6;4;0
7030;30/3/2013;1955;66465;5;4;0;1;1;1200;0;204;38;29;3;11;9;12;6;0
7422;22/8/2012;1987;46923;3;5;1;0;90;85;44;54;102;78;3;5;1;7;7;0
3523;23/1/2013;1962;75072;3;6;0;1;83;583;34;309;0;22;2;5;4;8;3;0
7106;31/3/2014;1943;75865;5;4;0;0;73;483;0;591;156;0;1;3;5;10;1;0
6504;20/11/2013;1975;19789;1;6;1;0;24;2;5;9;28;6;3;2;1;3;5;0
5067;14/2/2014;1994;80134;3;6;0;0;11;966;26;282;52;26;1;2;7;11;5;0
4216;22/2/2013;1981;91065;3;5;0;0;33;822;114;108;179;137;1;7;9;9;3;0
8581;5/3/2013;1971;49505;4;4;1;1;4;604;0;100;19;0;9;10;2;8;8;0
5929;6/5/2014;1973;37401;5;4;1;0;14;19;3;19;3;1;2;2;0;3;7;0
3129;22/5/2014;1983;30096;3;4;1;0;30;5;3;11;12;5;1;2;0;3;6;0
6528;5/6/2014;1982;18492;4;6;1;0;75;2;2;2;2;1;1;1;0;2;8;0
1361;4/6/2013;1974;82584;4;4;0;0;26;1076;68;103;29;91;1;3;4;8;1;0
6932;13/4/2013;1941;93027;5;4;0;0;77;1285;42;716;55;0;0;7;10;5;2;0
7284;4/12/2013;1953;48686;3;4;1;2;8;10;0;7;2;0;1;1;0;2;8;0
1340;24/4/2014;1986;92910;3;4;0;0;42;551;137;792;179;103;1;6;7;13;1;0
8746;5/4/2014;1989;75433;3;4;1;0;28;800;0;297;0;34;2;2;5;10;6;0
5987;4/5/2014;1989;10404;1;6;1;0;52;2;2;11;10;6;2;1;0;4;5;0
3767;25/4/2013;1968;61314;3;4;0;1;1;378;0;189;97;172;2;5;5;12;3;0
3725;9/5/2013;1961;84865;5;5;0;0;1;1248;16;349;43;16;1;2;4;9;4;0
4324;29/10/2012;1989;42387;3;4;1;0;42;235;0;235;19;4;5;8;1;7;8;0
238;23/1/2013;1967;67309;1;6;1;1;76;515;47;181;149;95;15;9;6;9;7;0
6694;25/11/2013;1964;75236;3;4;0;1;27;438;66;400;12;38;1;8;3;13;4;0
498;2/2/2014;1970;30015;3;5;1;0;28;25;0;22;2;3;2;1;0;4;5;0
9347;21/6/2013;1956;50943;4;6;0;1;49;31;0;7;2;0;1;1;0;3;5;0
9699;21/12/2013;1966;67272;3;3;0;1;12;357;35;271;28;28;3;6;2;12;5;0
10664;7/9/2013;1949;51529;4;7;0;1;14;400;4;35;6;0;2;9;1;5;8;0
5455;22/8/2013;1971;32011;5;4;1;0;89;99;0;15;2;1;3;2;1;4;7;0
456;7/2/2013;1986;7500;1;4;1;0;96;1;11;5;4;6;2;2;0;3;8;0
5012;4/7/2013;1989;28691;3;4;1;0;56;5;4;13;8;0;1;1;0;3;8;0
7495;20/12/2013;1948;56223;5;4;0;1;72;77;28;31;16;0;2;2;1;5;4;0
5029;6/8/2013;1946;18100;3;4;0;0;14;3;1;2;4;3;1;0;0;3;5;0
10642;30/12/2012;1989;30279;3;5;1;0;13;10;4;14;4;4;1;1;0;3;8;0
2106;17/3/2014;1974;20130;1;4;0;0;99;0;6;3;7;6;1;1;0;3;8;0
10364;13/7/2013;1959;23295;3;3;0;0;72;0;0;1;2;12;1;1;0;2;8;0
5954;9/10/2013;1972;42618;4;3;1;0;92;76;14;74;13;5;2;5;0;4;8;0
1137;29/12/2013;1964;81246;3;5;0;0;87;398;190;537;61;156;1;4;5;7;1;0
2541;9/6/2013;1976;24027;3;4;1;0;7;14;7;11;11;0;2;2;0;3;8;0
1142;22/12/2013;1953;55707;5;4;0;1;91;208;7;82;30;66;2;3;2;9;3;0
2276;2/5/2013;1955;57959;3;5;0;1;71;430;16;322;43;24;5;4;7;11;3;0
2807;16/2/2013;1969;56796;3;4;0;1;24;656;38;161;62;47;3;8;9;7;7;0
6471;17/10/2013;1971;36230;4;5;1;0;17;14;2;30;8;2;1;2;0;4;5;0
6131;1/12/2013;1980;70829;1;4;1;1;87;141;70;106;72;19;2;4;2;8;3;0
6233;7/9/2012;1976;65991;3;4;0;1;21;507;19;364;25;47;3;9;5;10;7;0
4148;20/8/2012;1972;38988;3;4;1;2;90;164;24;103;12;3;7;5;1;6;8;0
4947;15/9/2012;1966;89572;1;5;0;0;44;606;24;974;197;194;1;7;7;9;4;0
3225;1/4/2013;1984;42207;4;4;1;0;71;116;11;72;3;17;4;4;1;5;6;0
7540;25/5/2014;1952;50300;3;4;0;1;52;143;15;60;24;23;2;2;1;8;2;0
10648;25/9/2012;1982;66664;1;6;0;0;78;398;96;447;220;96;1;5;7;6;3;0
1992;1/1/2014;1964;60597;3;4;0;1;2;522;0;257;32;16;4;2;2;8;7;0
7851;22/9/2013;1949;70165;3;7;0;0;60;161;0;253;199;191;1;3;7;11;1;0
8594;28/1/2014;1958;50520;5;7;0;1;25;112;0;6;2;1;2;3;1;3;6;0
7059;26/6/2014;1963;80124;3;4;0;0;47;483;84;398;205;84;1;3;7;8;1;0
2815;24/2/2014;1975;33183;3;4;1;0;46;7;5;39;17;15;2;4;0;3;7;0
2416;3/3/2014;1969;66582;5;5;0;0;83;789;25;420;16;38;1;2;8;9;1;0
7999;23/4/2013;1955;75261;5;6;0;0;17;1239;17;413;23;34;1;5;6;5;2;0
9213;31/10/2012;1970;31880;3;7;1;0;13;4;1;5;2;0;1;1;0;2;8;0
9697;6/3/2014;1951;53790;3;4;0;2;86;335;42;127;28;5;3;7;2;8;6;0
3916;15/8/2012;1971;49269;5;6;1;0;92;639;8;166;11;8;3;7;3;12;7;0
2021;27/3/2013;1975;61456;3;4;0;1;47;563;76;384;84;192;4;6;10;13;4;0
1581;10/10/2013;1980;37406;3;4;1;0;18;2;0;8;2;2;1;1;0;2;8;0
564;4/8/2012;1981;56937;5;6;1;0;81;746;8;125;11;8;7;8;6;9;6;0
6619;2/1/2013;1978;38415;3;4;1;1;91;22;1;13;4;0;2;1;0;3;7;0
9081;18/5/2014;1988;20518;3;5;1;0;58;4;1;6;4;1;1;1;1;2;5;0
178;18/2/2013;1956;62503;3;4;0;1;40;478;0;193;110;75;4;8;3;11;5;0
916;9/5/2014;1972;41644;5;5;1;1;67;20;3;4;2;0;2;1;0;3;3;0
5512;23/5/2014;1977;55842;4;4;0;1;19;451;0;39;0;4;1;7;1;8;5;0
8970;23/10/2012;1972;62010;5;4;0;1;93;371;22;39;6;0;4;6;2;7;5;0
10581;31/10/2012;1977;41124;3;4;1;0;41;281;7;84;15;0;7;7;3;4;8;0
5300;30/12/2013;1973;38961;4;4;1;0;60;19;7;19;0;1;1;2;1;2;7;0
5154;11/8/2013;1972;37760;4;3;1;0;54;26;3;13;2;10;1;2;0;3;6;0
8346;19/8/2012;1974;32233;3;5;1;0;26;138;15;35;25;11;2;6;2;2;9;0
1676;30/10/2013;1975;43057;3;4;0;1;30;213;2;44;0;2;4;4;2;5;5;0
9286;10/10/2012;1960;83151;4;6;0;0;93;407;28;100;120;74;1;5;9;4;3;0
2426;14/9/2012;1964;78825;5;3;0;0;35;483;74;114;169;37;1;5;10;13;3;0
5172;14/11/2013;1976;65104;4;6;0;1;4;738;0;232;13;20;2;3;5;7;7;0
5562;26/6/2013;1974;60093;3;4;0;1;92;502;12;109;16;6;2;7;2;10;6;0
3436;26/1/2014;1969;14045;3;4;1;0;24;11;0;5;2;1;1;1;0;3;7;0
3921;28/10/2012;1952;28457;1;7;0;0;96;24;1;108;29;29;1;4;1;4;8;0
3403;24/9/2012;1958;78952;5;6;0;1;11;1170;19;594;99;76;2;2;5;12;6;0
22;3/12/2012;1976;46310;3;3;1;0;99;185;2;88;15;5;2;6;1;5;8;0
10965;22/2/2013;1955;76005;3;6;0;0;72;983;20;389;240;50;1;3;5;13;6;0
9426;12/1/2013;1964;58308;4;5;0;1;77;691;0;69;10;0;4;2;6;3;8;0
6605;27/11/2013;1944;55614;5;3;0;0;85;504;13;131;8;0;1;9;4;6;7;0
3136;13/4/2013;1962;59432;4;3;0;1;88;317;25;265;25;19;3;5;3;11;5;0
8737;5/4/2014;1978;55563;3;3;0;1;22;29;1;9;2;0;1;2;0;3;3;0
11088;21/4/2013;1971;78642;5;6;0;1;83;1396;0;322;46;35;1;4;9;4;6;0
716;22/5/2014;1949;67911;5;6;0;1;63;529;0;356;63;28;3;6;7;11;3;0
466;3/4/2013;1944;65275;3;4;0;0;9;388;14;218;91;14;1;4;3;13;2;0
9135;6/8/2012;1950;27203;3;6;1;1;92;13;2;21;4;0;2;1;1;2;8;0
10623;15/11/2013;1961;48330;4;6;0;1;2;28;0;4;0;0;1;1;0;3;5;0
8151;29/12/2012;1990;24279;2;4;0;0;6;16;36;21;20;62;1;4;1;3;8;0
5140;24/8/2012;1985;64355;5;4;1;0;66;1047;0;140;67;38;2;4;3;12;8;0
10160;21/6/2013;1956;50943;4;6;0;1;49;31;0;7;2;0;1;1;0;3;5;0
4945;7/11/2012;1953;53653;3;7;0;0;29;815;10;239;28;10;2;10;4;12;6;0
10584;2/12/2013;1976;65665;3;4;0;1;77;225;162;387;106;36;1;5;10;8;3;0
6071;19/7/2013;1989;81217;3;5;0;0;77;493;70;324;146;40;1;3;7;11;1;0
3386;21/6/2013;1992;34935;3;4;0;0;71;34;4;66;3;10;1;2;1;4;7;0
8939;16/12/2012;1959;61250;3;3;0;1;49;382;138;65;60;26;6;5;2;12;5;0
9925;25/5/2013;1981;39665;5;6;1;0;97;127;1;56;0;1;3;4;2;3;7;0
4320;28/3/2013;1979;60152;3;5;0;1;6;325;83;300;86;58;1;6;4;12;3;0
5389;20/10/2013;1964;48920;3;4;0;2;93;238;17;68;8;10;3;6;2;5;7;0
6036;17/3/2014;1959;89120;4;6;0;0;78;1168;92;408;72;129;1;5;6;7;1;0
182;11/5/2013;1946;44124;5;6;0;1;62;284;0;55;0;6;4;6;2;5;8;0
203;14/4/2013;1975;81169;4;5;0;0;47;1288;20;613;80;61;1;5;7;9;2;0
11025;3/2/2013;1961;36443;3;4;1;1;9;65;0;46;4;3;4;3;1;3;8;0
10203;30/6/2013;1990;26095;3;5;1;0;77;11;7;9;3;1;1;1;0;3;7;0
4607;23/8/2013;1959;71367;3;6;0;0;24;227;23;389;42;21;1;4;5;7;2;0
3711;1/3/2014;1944;80184;4;4;0;0;19;1035;134;670;25;38;1;6;3;10;3;0
3696;27/1/2014;1965;30630;3;3;1;1;67;27;1;12;2;0;2;2;0;3;7;0
2532;1/3/2014;1987;73454;4;5;0;0;95;982;73;351;56;14;1;2;4;6;5;0
9214;16/8/2013;1991;42691;3;4;0;0;48;179;2;64;38;17;1;5;1;6;5;0
4943;30/9/2012;1953;70503;3;4;0;0;73;1379;33;216;0;33;1;2;4;9;6;0
35;8/9/2012;1987;25545;3;4;1;0;35;32;1;64;16;12;3;2;2;3;6;0
2258;4/12/2012;1986;32880;3;4;1;0;76;8;4;15;7;6;1;1;0;3;8;0
4322;27/11/2013;1958;77863;5;6;0;0;20;881;38;319;16;25;1;4;5;10;2;0
713;8/6/2014;1977;50353;4;4;0;0;72;141;15;153;67;31;1;4;4;6;3;0
4702;12/8/2012;1964;61839;3;5;0;0;20;1000;155;379;224;17;1;4;8;4;8;0
3281;3/11/2013;1960;49154;5;4;1;1;69;206;10;67;30;27;6;4;1;8;6;0
702;15/2/2013;1975;47682;1;7;0;1;80;162;61;83;97;57;4;4;3;8;5;0
2004;18/9/2013;1969;72679;3;5;0;1;65;619;54;260;127;54;1;4;7;5;1;0
4769;18/6/2014;1977;57954;4;6;1;1;52;456;4;24;0;0;7;8;2;6;7;0
4437;24/4/2013;1962;65316;3;4;1;1;65;112;6;92;3;9;2;3;2;5;4;0
8724;17/6/2013;1982;28567;3;5;1;0;57;11;3;22;2;2;2;2;0;3;6;0
10741;11/4/2013;1951;47352;4;6;0;1;70;172;12;112;8;0;4;6;1;5;7;0
1991;18/1/2014;1967;44931;3;6;0;1;0;78;0;11;0;0;1;2;1;3;5;0
6931;15/2/2014;1967;76982;3;3;0;0;19;464;151;292;65;60;1;8;3;4;4;0
11096;8/8/2013;1952;57247;1;6;0;1;50;99;4;32;37;54;2;2;1;7;2;0
304;23/12/2013;1981;22944;4;5;1;0;67;19;3;19;4;5;3;3;0;3;7;0
3665;7/11/2013;1977;25315;1;6;1;0;46;1;9;8;11;3;3;3;0;3;8;0
10591;6/8/2012;1969;43638;3;7;0;1;37;63;10;83;7;19;2;4;1;4;7;0
5036;28/11/2012;1984;42710;5;5;1;0;38;252;3;42;4;3;2;4;5;3;6;0
5547;7/8/2013;1982;84169;5;4;0;0;9;1478;19;403;0;19;1;7;6;6;3;0
7822;4/6/2013;1976;54058;3;6;0;1;56;198;18;252;32;108;2;4;6;8;3;0
8541;8/3/2014;1990;24683;1;4;1;0;98;8;4;10;6;7;2;2;0;4;5;0
10955;7/1/2014;1964;85620;3;7;0;0;68;416;46;925;60;107;1;3;6;4;1;0
4368;3/12/2013;1980;47850;3;4;1;0;72;42;7;43;20;12;1;3;0;4;6;0
9671;26/1/2014;1968;19514;3;4;1;1;47;14;3;21;2;1;4;3;1;2;8;0
2256;29/3/2014;1973;27159;4;4;1;1;33;17;0;3;0;0;2;1;0;3;6;0
4279;31/3/2014;1963;39548;1;5;1;1;87;15;4;10;3;4;2;1;1;3;3;0
5371;8/4/2014;1989;21474;3;5;1;0;0;6;16;24;11;0;2;3;1;2;7;0
9240;7/2/2014;1971;60504;5;5;0;1;73;458;0;24;6;4;2;6;2;8;6;0
9460;18/4/2013;1963;22419;3;4;0;0;74;30;3;47;19;21;1;3;2;2;8;0
9504;6/11/2013;1949;81698;4;4;0;0;4;179;28;520;111;123;1;3;8;13;1;0
8692;12/9/2012;1952;43462;3;6;1;1;50;90;17;97;15;6;6;4;1;5;8;0
448;1/3/2013;1978;54880;5;5;1;0;57;308;85;137;102;45;2;6;2;11;5;0
8314;5/4/2013;1982;79908;3;4;0;0;30;557;129;761;29;185;1;5;6;7;2;0
8420;3/8/2013;1970;15315;1;4;0;0;27;7;4;13;15;8;2;2;0;4;5;0
3174;22/5/2013;1959;87771;3;6;0;1;61;1492;38;287;50;57;1;5;10;4;6;0
7685;9/9/2013;1978;33039;3;4;1;0;4;30;8;12;8;8;1;2;0;4;5;0
3179;16/6/2013;1980;81741;3;5;0;0;75;249;153;940;58;134;0;6;6;7;2;0
9780;25/6/2013;1971;71499;4;6;0;1;12;465;25;132;136;0;2;8;3;13;4;0
10681;15/1/2014;1970;62466;1;4;0;1;13;129;129;259;168;121;5;6;3;12;4;0
10232;5/11/2013;1963;48799;5;3;0;1;9;174;18;81;28;6;3;3;2;7;3;0
4184;7/6/2014;1950;52157;5;6;0;1;48;189;2;29;3;2;2;3;2;5;4;0
9120;5/12/2012;1962;66565;3;5;0;1;80;747;10;161;65;40;4;4;2;9;8;0
891;7/9/2013;1951;29298;4;6;1;1;60;6;0;2;2;0;1;1;0;2;5;0
10381;5/7/2013;1979;47691;3;5;0;1;43;14;0;3;0;0;1;1;0;2;6;0
3525;7/12/2012;1970;38200;3;6;1;1;19;12;0;4;0;0;1;1;0;2;7;0
